Date,AAPL,AMZN,GOOGL,MSFT,SAN.MC
2025-01-20,228.73,225.94,195.24,424.92,4.75
2025-01-21,221.43,230.71,197.28,424.39,4.65
2025-01-22,222.61,235.01,197.6,441.92,4.6
2025-01-23,222.44,235.42,197.21,442.43,4.71
2025-01-24,221.57,234.85,199.43,439.8,4.74
2025-01-27,228.61,235.42,191.06,430.4,4.76
2025-01-28,236.97,238.15,194.54,442.91,4.77
2025-01-29,238.06,237.07,194.65,438.09,4.86
2025-01-30,236.3,234.64,200.09,411.01,4.88
2025-01-31,234.72,237.68,203.22,411.08,4.82
2025-02-03,226.77,237.42,200.44,406.98,4.7
2025-02-04,231.54,242.06,205.57,408.42,4.84
2025-02-05,231.21,236.17,190.58,409.33,5.24
2025-02-06,231.95,238.83,190.85,411.84,5.46
2025-02-07,226.39,229.15,184.62,405.82,5.36
2025-02-10,226.66,233.14,185.74,408.27,5.32
2025-02-11,231.61,232.76,184.6,407.5,5.49
2025-02-12,235.84,228.93,182.89,405.12,5.6
2025-02-13,240.48,230.37,185.41,406.61,5.55
2025-02-14,243.54,228.68,184.51,404.52,5.62
2025-02-17,243.54,228.68,184.51,404.52,5.64
2025-02-18,243.41,226.65,183.05,405.71,5.79
2025-02-19,243.81,226.63,184.55,410.8,5.63
2025-02-20,244.76,222.88,183.84,412.97,5.65
2025-02-21,244.48,216.58,178.96,405.11,5.71
2025-02-24,246.03,212.71,178.55,400.93,5.78
2025-02-25,245.97,212.8,174.74,394.88,5.87
2025-02-26,239.32,214.35,172.06,396.69,6.05
2025-02-27,236.27,208.74,167.84,389.55,6.02
