Date,AAPL,AMZN,GOOGL,MSFT,SAN.MC
2023-01-18,133.08,95.46,90.44,229.78,2.8
2023-01-19,133.14,93.68,92.35,226.0,2.72
2023-01-20,135.69,97.25,97.28,234.08,2.77
2023-01-23,138.88,97.52,99.04,236.38,2.76
2023-01-24,140.28,96.32,96.97,235.85,2.77
2023-01-25,139.62,97.18,94.51,234.46,2.76
2023-01-26,141.69,99.22,96.79,241.66,2.85
2023-01-27,143.63,102.24,98.62,241.81,2.83
2023-01-30,140.74,100.55,96.21,236.5,2.85
2023-01-31,142.01,103.13,98.1,241.47,2.86
2023-02-01,143.13,105.15,99.68,246.29,2.9
2023-02-02,148.44,112.91,106.93,257.83,3.07
2023-02-03,152.06,103.39,103.99,251.74,3.12
2023-02-06,149.34,102.18,102.13,250.2,3.08
2023-02-07,152.21,102.11,106.83,260.72,3.14
2023-02-08,149.52,100.05,98.62,259.91,3.15
2023-02-09,148.49,98.24,94.3,256.88,3.13
2023-02-10,148.85,97.61,93.86,256.37,3.08
2023-02-13,151.65,99.54,93.9,264.38,3.11
2023-02-14,151.01,99.7,93.97,265.21,3.13
2023-02-15,153.11,101.16,96.21,263.09,3.1
2023-02-16,151.51,98.15,94.79,256.09,3.17
2023-02-17,150.37,97.2,93.64,252.09,3.15
2023-02-20,150.37,97.2,93.64,252.09,3.13
2023-02-21,146.36,94.58,91.1,246.82,3.15
2023-02-22,146.78,95.79,90.96,245.69,3.1
2023-02-23,147.27,95.82,90.21,248.88,3.14
2023-02-24,144.61,93.5,88.46,243.45,3.11
2023-02-27,145.81,93.76,89.2,244.37,3.17
2023-02-28,145.3,94.23,89.38,243.65,3.32
2023-03-01,143.23,92.17,89.68,240.57,3.29
2023-03-02,143.83,92.13,91.31,245.3,3.29
2023-03-03,148.87,94.9,92.95,249.38,3.39
2023-03-06,151.63,93.75,94.42,250.93,3.44
2023-03-07,149.44,93.55,93.16,248.27,3.36
2023-03-08,150.69,93.92,93.54,247.83,3.41
2023-03-09,148.44,92.25,91.63,246.48,3.36
2023-03-10,146.38,90.73,89.95,242.84,3.22
2023-03-13,148.32,92.43,90.43,248.05,2.99
2023-03-14,150.41,94.88,93.27,254.76,3.08
2023-03-15,150.81,96.2,95.39,259.3,2.86
2023-03-16,153.62,100.04,99.57,269.81,2.94
2023-03-17,152.79,98.95,100.86,272.97,2.8
2023-03-20,155.15,97.71,100.46,265.93,2.88
2023-03-21,157.01,100.61,104.13,267.45,3.01
2023-03-22,155.58,98.7,102.59,265.99,3.02
2023-03-23,156.66,98.71,104.81,271.24,2.96
2023-03-24,157.96,98.13,104.65,274.08,2.87
2023-03-27,156.02,98.04,101.69,269.99,2.94
2023-03-28,155.4,97.24,100.27,268.86,2.97
2023-03-29,158.47,100.25,100.63,274.02,3.02
2023-03-30,160.04,102.0,100.13,277.48,3.08
2023-03-31,162.55,103.29,102.95,281.63,3.06
2023-04-03,163.8,102.41,103.58,280.59,3.07
2023-04-04,163.26,103.95,103.93,280.54,3.08
2023-04-05,161.42,101.1,103.69,277.76,3.05
2023-04-06,162.31,102.06,107.61,284.85,3.15
2023-04-10,159.72,102.17,105.64,282.7,3.15
2023-04-11,158.5,99.92,104.56,276.29,3.06
2023-04-12,157.81,97.83,103.86,276.93,3.11
2023-04-13,163.2,102.4,106.62,283.13,3.11
2023-04-14,162.85,102.51,108.05,279.52,3.22
2023-04-17,162.87,102.74,105.18,282.12,3.16
2023-04-18,164.09,102.3,103.72,281.7,3.21
2023-04-19,165.24,104.3,103.4,281.78,3.25
2023-04-20,164.27,103.81,104.5,279.49,3.2
2023-04-21,162.66,106.96,104.62,279.15,3.16
2023-04-24,162.97,106.21,105.18,275.25,3.16
2023-04-25,161.43,102.57,103.07,269.05,2.97
2023-04-26,161.42,104.98,102.93,288.54,2.94
2023-04-27,166.01,109.82,106.78,297.78,2.99
2023-04-28,167.26,105.45,106.54,300.15,2.9
2023-05-01,167.17,102.05,106.4,298.49,2.9
2023-05-02,166.13,103.63,104.53,298.34,2.82
2023-05-03,165.06,103.65,104.62,297.36,2.84
2023-05-04,163.42,104.0,103.9,298.34,2.78
2023-05-05,171.09,105.66,104.78,303.46,2.86
2023-05-08,171.02,105.83,106.96,301.51,2.9
2023-05-09,169.32,106.62,106.54,299.9,2.9
2023-05-10,171.08,110.19,110.91,305.09,2.86
2023-05-11,171.27,112.18,115.7,302.94,2.85
2023-05-12,170.34,110.26,116.63,301.82,2.86
2023-05-15,169.85,111.2,115.64,302.3,2.86
2023-05-16,169.85,113.4,118.61,304.53,2.85
2023-05-17,170.46,115.5,119.93,307.41,2.87
2023-05-18,172.79,118.15,121.91,311.83,2.89
2023-05-19,172.9,116.25,121.84,311.66,2.91
2023-05-22,171.95,115.01,124.11,314.44,2.94
2023-05-23,169.34,114.99,121.64,308.64,2.93
2023-05-24,169.62,116.75,119.99,307.26,2.86
2023-05-25,170.76,115.0,122.55,319.08,2.87
2023-05-26,173.16,120.11,123.68,325.9,2.91
2023-05-29,173.16,120.11,123.68,325.9,2.86
2023-05-30,175.01,121.66,122.74,324.26,2.83
2023-05-31,174.96,120.58,121.95,321.49,2.77
2023-06-01,177.76,122.77,122.79,325.6,2.83
2023-06-02,178.61,124.25,123.74,328.36,2.92
2023-06-05,177.26,125.3,125.07,328.89,2.89
2023-06-06,176.9,126.61,126.36,326.67,2.92
2023-06-07,175.52,121.23,121.58,316.59,2.92
2023-06-08,178.24,124.25,121.22,318.43,2.93
2023-06-09,178.62,123.43,121.31,319.93,2.91
2023-06-12,181.42,126.57,122.71,324.88,2.9
2023-06-13,180.94,126.66,122.9,327.27,2.9
2023-06-14,181.57,126.42,122.74,330.26,2.96
2023-06-15,183.61,127.11,124.15,340.79,2.9
2023-06-16,182.53,125.49,122.6,335.14,2.93
2023-06-19,182.53,125.49,122.6,335.14,2.92
2023-06-20,182.62,125.78,122.18,330.95,2.9
2023-06-21,181.58,124.83,119.65,326.56,2.91
2023-06-22,184.58,130.15,122.23,332.58,2.87
2023-06-23,184.27,129.33,121.42,327.99,2.79
2023-06-26,182.88,127.33,117.45,321.7,2.8
2023-06-27,185.63,129.18,117.44,327.54,2.91
2023-06-28,186.81,129.04,119.28,328.8,3.01
2023-06-29,187.14,127.9,118.21,328.01,3.04
2023-06-30,191.46,130.36,118.8,333.39,3.08
2023-07-03,189.97,130.22,119.0,330.89,3.13
2023-07-04,189.97,130.22,119.0,330.89,3.07
2023-07-05,188.86,130.38,120.84,331.05,3.04
2023-07-06,189.33,128.36,119.21,334.1,2.95
2023-07-07,188.22,129.78,118.58,330.14,2.97
2023-07-10,186.17,127.13,115.58,324.86,2.98
2023-07-11,185.65,128.78,116.26,325.49,3.03
2023-07-12,187.32,130.8,118.04,330.12,3.16
2023-07-13,188.08,134.3,123.61,335.46,3.17
2023-07-14,188.23,134.68,124.48,337.99,3.15
2023-07-17,191.48,133.56,123.72,338.47,3.14
2023-07-18,191.23,132.83,122.83,351.94,3.19
2023-07-19,192.58,135.36,121.11,347.62,3.18
2023-07-20,190.64,129.96,118.31,339.59,3.21
2023-07-21,189.46,130.0,119.12,336.55,3.21
2023-07-24,190.26,128.8,120.62,337.86,3.2
2023-07-25,191.12,129.13,121.29,343.61,3.22
2023-07-26,191.99,128.15,128.3,330.68,3.32
2023-07-27,190.72,128.25,128.43,323.78,3.37
2023-07-28,193.3,132.21,131.59,331.26,3.34
2023-07-31,193.91,133.68,131.72,328.87,3.35
2023-08-01,193.08,131.69,130.56,329.28,3.27
2023-08-02,190.09,128.21,127.42,320.62,3.21
2023-08-03,188.7,128.91,127.49,319.8,3.26
2023-08-04,179.64,139.57,127.15,320.9,3.28
2023-08-07,176.54,142.22,130.54,323.18,3.29
2023-08-08,177.48,139.94,130.41,319.2,3.2
2023-08-09,175.89,137.85,128.69,315.46,3.23
2023-08-10,175.67,138.56,128.72,316.15,3.32
2023-08-11,175.73,138.41,128.59,314.27,3.27
2023-08-14,177.38,140.57,130.35,317.24,3.27
2023-08-15,175.39,137.67,128.81,315.1,3.24
2023-08-16,174.52,135.07,127.73,314.34,3.23
2023-08-17,171.98,133.98,128.95,310.88,3.23
2023-08-18,172.47,133.22,126.5,310.49,3.23
2023-08-21,173.8,134.68,127.41,315.79,3.24
2023-08-22,175.18,134.25,128.11,316.36,3.25
2023-08-23,179.02,135.52,131.38,320.81,3.21
2023-08-24,174.34,131.84,128.81,313.91,3.22
2023-08-25,176.54,133.26,128.91,316.87,3.22
2023-08-28,178.1,133.14,130.03,317.57,3.25
2023-08-29,181.99,134.91,133.56,322.19,3.3
2023-08-30,185.48,135.07,134.86,322.57,3.3
2023-08-31,185.69,138.01,135.15,321.56,3.28
2023-09-01,187.27,138.12,134.64,322.44,3.2
2023-09-04,187.27,138.12,134.64,322.44,3.2
2023-09-05,187.5,137.27,134.75,327.24,3.19
2023-09-06,180.79,135.36,133.45,326.58,3.1
2023-09-07,175.5,137.85,134.25,323.67,3.07
2023-09-08,176.12,138.23,135.36,327.94,3.1
2023-09-11,177.28,143.1,135.89,331.54,3.12
2023-09-12,174.26,141.23,134.33,325.49,3.13
2023-09-13,172.19,144.85,135.68,329.7,3.14
2023-09-14,173.7,144.72,137.06,332.29,3.21
2023-09-15,172.98,140.39,136.37,323.97,3.17
2023-09-18,175.91,139.98,137.17,322.83,3.13
2023-09-19,177.0,137.63,137.0,322.43,3.15
2023-09-20,173.46,135.29,132.74,314.7,3.2
2023-09-21,171.92,129.33,129.46,313.48,3.19
2023-09-22,172.77,129.12,129.27,311.01,3.17
2023-09-25,174.04,131.27,130.13,311.53,3.14
2023-09-26,169.97,125.98,127.61,306.23,3.12
2023-09-27,168.46,125.98,129.56,306.87,3.18
2023-09-28,168.71,125.98,131.32,307.7,3.32
2023-09-29,169.23,127.12,129.88,309.77,3.29
2023-10-02,171.74,129.46,133.16,315.71,3.25
2023-10-03,170.4,124.72,131.44,307.46,3.23
2023-10-04,171.65,127.0,134.23,312.92,3.2
2023-10-05,172.88,125.96,134.06,313.32,3.23
2023-10-06,175.43,127.96,136.55,321.07,3.28
2023-10-09,176.92,128.26,137.38,323.58,3.19
2023-10-10,176.32,129.48,137.02,322.17,3.28
2023-10-11,177.72,131.83,139.5,326.13,3.28
2023-10-12,178.62,132.33,137.93,324.89,3.26
2023-10-13,176.78,129.79,136.33,321.53,3.19
2023-10-16,176.65,132.55,138.06,326.34,3.25
2023-10-17,175.1,131.47,138.67,325.78,3.25
2023-10-18,173.8,128.13,136.93,323.86,3.19
2023-10-19,173.43,128.4,136.72,325.05,3.19
2023-10-20,170.88,125.17,134.58,320.49,3.14
2023-10-23,171.0,126.56,135.48,323.09,3.11
2023-10-24,171.43,128.56,137.77,324.27,3.07
2023-10-25,169.12,121.39,124.67,334.22,3.15
2023-10-26,164.96,119.57,121.36,321.68,3.19
2023-10-27,166.27,127.74,121.25,323.57,3.17
2023-10-30,168.32,132.71,123.53,330.93,3.25
2023-10-31,168.79,133.09,123.15,331.71,3.22
2023-11-01,171.95,137.0,125.5,339.52,3.26
2023-11-02,175.51,138.07,126.53,341.73,3.34
2023-11-03,174.6,138.6,128.13,346.12,3.33
2023-11-06,177.15,139.74,129.27,349.78,3.29
2023-11-07,179.71,142.71,129.99,353.71,3.28
2023-11-08,180.77,142.08,130.85,356.33,3.3
2023-11-09,180.3,140.6,129.26,353.86,3.35
2023-11-10,184.48,143.56,131.6,362.67,3.36
2023-11-13,182.9,142.59,131.1,359.74,3.4
2023-11-14,185.51,145.8,132.62,363.26,3.43
2023-11-15,186.08,143.2,133.61,363.41,3.41
2023-11-16,187.76,142.83,135.9,369.8,3.43
2023-11-17,187.74,145.18,134.3,363.59,3.46
2023-11-20,189.48,146.13,135.23,371.05,3.47
2023-11-21,188.68,143.9,135.94,366.75,3.47
2023-11-22,189.34,146.71,137.45,371.45,3.49
2023-11-23,189.34,146.71,137.45,371.45,3.5
2023-11-24,188.02,146.74,135.66,371.04,3.51
2023-11-27,187.84,147.73,135.39,372.2,3.46
2023-11-28,188.44,147.03,136.17,376.22,3.52
2023-11-29,187.42,146.32,133.98,372.43,3.53
2023-11-30,188.0,146.09,131.54,372.49,3.54
2023-12-01,189.27,147.03,130.87,368.17,3.57
2023-12-04,187.48,144.84,128.3,362.89,3.58
2023-12-05,191.43,146.88,130.01,366.21,3.65
2023-12-06,190.34,144.52,129.04,362.55,3.68
2023-12-07,192.27,146.88,135.9,364.67,3.6
2023-12-08,193.7,147.42,133.98,367.89,3.67
2023-12-11,191.19,145.89,132.29,365.01,3.67
2023-12-12,192.71,147.48,131.53,368.04,3.61
2023-12-13,195.92,148.84,131.58,368.03,3.57
2023-12-14,196.07,147.42,130.95,359.73,3.61
2023-12-15,195.54,149.97,131.61,364.45,3.54
2023-12-18,193.88,154.07,134.78,366.34,3.52
2023-12-19,194.92,153.79,135.63,366.94,3.53
2023-12-20,192.83,152.12,137.3,364.34,3.53
2023-12-21,192.68,153.84,139.37,367.21,3.53
2023-12-22,191.61,153.42,140.43,368.24,3.54
2023-12-26,191.07,153.41,140.46,368.32,3.54
2023-12-27,191.16,153.34,139.32,367.74,3.54
2023-12-28,191.59,153.38,139.18,368.92,3.52
2023-12-29,190.55,151.94,138.64,369.67,3.52
2024-01-02,183.73,149.93,137.13,364.59,3.59
2024-01-03,182.36,148.47,137.88,364.32,3.54
2024-01-04,180.04,144.57,135.37,361.71,3.61
2024-01-05,179.32,145.24,134.71,361.52,3.64
2024-01-08,183.65,149.1,137.8,368.34,3.66
2024-01-09,183.24,151.37,139.89,369.43,3.62
2024-01-10,184.28,153.73,141.21,376.29,3.58
2024-01-11,183.68,155.18,141.01,378.12,3.53
2024-01-12,184.01,154.62,141.58,381.89,3.54
2024-01-15,184.01,154.62,141.58,381.89,3.5
2024-01-16,181.74,153.16,141.42,383.66,3.46
2024-01-17,180.8,151.71,140.41,382.87,3.41
2024-01-18,186.69,153.5,142.4,387.2,3.46
2024-01-19,189.59,155.34,145.28,391.92,3.45
2024-01-22,191.9,154.78,144.9,389.8,3.47
2024-01-23,193.17,156.02,145.94,392.14,3.41
2024-01-24,192.5,156.87,147.58,395.74,3.47
2024-01-25,192.17,157.75,150.73,398.01,3.38
2024-01-26,190.44,159.12,151.05,397.09,3.39
2024-01-29,189.76,161.26,152.36,402.78,3.32
2024-01-30,186.11,159.0,150.32,401.67,3.4
2024-01-31,182.5,155.2,139.05,390.85,3.48
2024-02-01,184.94,159.28,140.1,396.94,3.48
2024-02-02,183.94,171.81,141.31,404.26,3.61
2024-02-05,185.75,170.31,142.6,398.78,3.43
2024-02-06,187.35,169.15,143.02,398.62,3.49
2024-02-07,187.46,170.53,144.45,407.04,3.42
2024-02-08,186.38,169.84,144.82,407.1,3.4
2024-02-09,187.15,174.45,147.88,413.43,3.42
2024-02-12,185.46,172.34,146.42,408.23,3.45
2024-02-13,183.37,168.64,144.05,399.44,3.41
2024-02-14,182.49,170.98,144.85,403.3,3.41
2024-02-15,182.2,169.8,141.7,400.41,3.41
2024-02-16,180.67,169.51,139.47,397.95,3.42
2024-02-19,180.67,169.51,139.47,397.95,3.48
2024-02-20,179.92,167.08,140.06,396.7,3.54
2024-02-21,180.68,168.59,141.48,396.1,3.55
2024-02-22,182.71,174.58,143.01,405.43,3.57
2024-02-23,180.87,174.99,142.88,404.14,3.57
2024-02-26,179.53,174.73,136.54,401.38,3.55
2024-02-27,180.98,173.54,137.84,401.32,3.56
2024-02-28,179.78,173.16,135.36,401.56,3.59
2024-02-29,179.12,176.76,137.42,407.39,3.58
2024-03-01,178.04,178.22,136.11,409.22,3.6
2024-03-04,173.52,177.58,132.35,408.65,3.59
2024-03-05,168.59,174.12,131.68,396.56,3.6
2024-03-06,167.59,173.51,130.41,396.01,3.64
2024-03-07,167.48,176.82,133.37,402.96,3.7
2024-03-08,169.19,175.35,134.39,400.08,3.71
2024-03-11,171.19,171.96,136.64,398.4,3.71
2024-03-12,171.67,175.39,137.46,409.0,3.78
2024-03-13,169.59,176.56,138.74,408.83,3.81
2024-03-14,171.44,178.75,142.03,418.79,3.77
2024-03-15,171.06,174.42,140.12,410.13,3.83
2024-03-18,172.15,174.48,146.57,411.01,3.85
2024-03-19,174.49,175.9,145.93,415.04,3.9
2024-03-20,177.06,178.15,147.62,418.8,3.9
2024-03-21,169.82,178.15,146.49,422.88,3.98
2024-03-22,170.73,178.87,149.64,422.26,4.06
2024-03-25,169.31,179.71,148.94,416.47,4.11
2024-03-26,168.18,178.3,149.54,415.28,4.15
2024-03-27,171.75,179.83,149.74,415.06,4.19
2024-03-28,169.93,180.38,149.8,414.36,4.21
2024-04-01,168.5,180.97,154.32,418.15,4.21
2024-04-02,167.32,180.69,153.4,415.07,4.2
2024-04-03,168.12,182.41,153.76,414.09,4.26
2024-04-04,167.3,180.0,149.4,411.56,4.35
2024-04-05,168.05,185.07,151.36,419.09,4.27
2024-04-08,166.93,185.19,153.69,418.17,4.32
2024-04-09,168.14,185.67,155.43,419.84,4.25
2024-04-10,166.27,185.95,154.97,416.86,4.26
2024-04-11,173.46,189.05,158.21,421.46,4.15
2024-04-12,174.96,186.13,156.55,415.52,4.14
2024-04-15,171.13,183.62,153.7,407.39,4.16
2024-04-16,167.85,183.32,153.24,408.31,4.05
2024-04-17,166.48,181.28,154.3,405.61,4.11
2024-04-18,165.53,179.22,154.84,398.16,4.23
2024-04-19,163.51,174.63,152.93,393.09,4.2
2024-04-22,164.34,177.23,155.11,394.9,4.34
2024-04-23,165.39,179.54,157.07,401.41,4.42
2024-04-24,167.5,176.59,157.94,402.88,4.45
2024-04-25,168.36,173.67,154.83,393.01,4.42
2024-04-26,167.77,179.62,170.66,400.18,4.51
2024-04-29,171.94,180.96,164.9,396.17,4.51
2024-04-30,168.79,175.0,161.56,383.44,4.34
2024-05-01,167.77,179.0,162.63,388.97,4.34
2024-05-02,171.47,184.72,165.37,391.83,4.33
2024-05-03,181.73,186.21,165.99,400.51,4.3
2024-05-06,180.07,188.7,166.84,407.29,4.34
2024-05-07,180.75,188.76,169.97,403.15,4.49
2024-05-08,181.09,188.0,168.11,404.33,4.53
2024-05-09,182.91,189.5,168.69,406.09,4.53
2024-05-10,181.65,187.48,167.39,408.47,4.49
2024-05-13,184.85,186.57,167.87,407.47,4.51
2024-05-14,185.99,187.07,169.06,410.26,4.51
2024-05-15,188.26,185.99,171.22,417.44,4.57
2024-05-16,188.38,183.63,172.87,415.37,4.56
2024-05-17,188.41,184.7,174.74,414.6,4.61
2024-05-20,189.57,183.54,175.59,419.67,4.63
2024-05-21,190.87,183.15,176.52,423.32,4.59
2024-05-22,189.43,183.13,175.06,424.78,4.56
2024-05-23,185.45,181.05,172.25,421.3,4.54
2024-05-24,188.52,180.75,173.68,424.42,4.51
2024-05-27,188.52,180.75,173.68,424.42,4.52
2024-05-28,188.53,182.15,175.08,424.58,4.52
2024-05-29,188.83,182.02,174.58,423.44,4.45
2024-05-30,189.82,179.32,170.82,409.14,4.54
2024-05-31,190.77,176.44,171.21,409.59,4.59
2024-06-03,192.54,178.34,171.87,408.0,4.6
2024-06-04,192.86,179.34,172.49,410.52,4.5
2024-06-05,194.37,181.28,174.09,418.35,4.44
2024-06-06,192.99,185.0,175.4,418.86,4.5
2024-06-07,195.38,184.3,173.15,418.2,4.49
2024-06-10,191.64,187.06,173.9,422.16,4.47
2024-06-11,205.56,187.23,175.5,426.91,4.37
2024-06-12,211.43,186.89,176.66,435.18,4.37
2024-06-13,212.6,183.83,174.05,435.69,4.18
2024-06-14,210.86,183.66,175.67,436.67,4.16
2024-06-17,215.01,184.06,176.11,442.39,4.18
2024-06-18,212.65,182.81,173.98,440.39,4.22
2024-06-19,212.65,182.81,173.98,440.39,4.22
2024-06-20,208.07,186.1,175.18,439.75,4.21
2024-06-21,205.9,189.08,178.49,443.78,4.11
2024-06-24,206.54,185.57,178.08,441.7,4.18
2024-06-25,207.47,186.34,182.86,444.93,4.16
2024-06-26,211.61,193.61,182.71,446.13,4.12
2024-06-27,212.46,197.85,184.23,446.81,4.12
2024-06-28,209.0,193.25,180.99,440.99,4.11
2024-07-01,215.09,197.2,181.83,450.64,4.22
2024-07-02,218.58,200.0,184.06,453.15,4.1
2024-07-03,219.85,197.59,184.64,454.62,4.19
2024-07-04,219.85,197.59,184.64,454.62,4.28
2024-07-05,224.6,200.0,189.39,461.32,4.22
2024-07-08,226.07,199.29,187.83,460.02,4.22
2024-07-09,226.92,199.34,187.78,453.41,4.16
2024-07-10,231.19,199.79,189.96,460.03,4.27
2024-07-11,225.82,195.05,184.39,448.63,4.23
2024-07-12,228.77,194.49,183.89,447.5,4.28
2024-07-15,232.6,192.72,185.34,447.9,4.22
2024-07-16,233.02,193.02,182.75,443.52,4.21
2024-07-17,227.12,187.93,179.87,437.6,4.25
2024-07-18,222.46,183.75,176.56,434.5,4.26
2024-07-19,222.59,183.13,176.53,431.28,4.21
2024-07-22,222.24,182.55,180.51,437.03,4.3
2024-07-23,223.28,186.41,180.63,438.92,4.33
2024-07-24,216.86,180.83,171.53,423.18,4.46
2024-07-25,215.82,179.85,166.22,412.82,4.32
2024-07-26,216.29,182.5,165.94,419.6,4.3
2024-07-29,216.57,183.2,168.45,421.04,4.24
2024-07-30,217.12,181.71,169.21,417.28,4.28
2024-07-31,220.38,186.98,170.45,412.77,4.23
2024-08-01,216.68,184.07,169.67,411.55,4.04
2024-08-02,218.17,167.9,165.6,403.04,3.84
2024-08-05,207.66,161.02,158.24,389.88,3.78
2024-08-06,205.64,161.93,157.28,394.28,3.76
2024-08-07,208.21,162.77,157.93,393.11,3.86
2024-08-08,211.67,165.8,161.0,397.32,3.86
2024-08-09,214.58,166.94,162.63,400.6,3.89
2024-08-12,216.11,166.8,161.26,401.38,3.88
2024-08-13,219.83,170.23,163.12,408.49,3.9
2024-08-14,220.27,170.1,159.35,411.3,3.89
2024-08-15,223.25,177.59,160.27,416.16,4.01
2024-08-16,224.57,177.06,161.92,413.63,4.01
2024-08-19,224.42,178.22,165.61,416.66,4.07
2024-08-20,225.03,178.88,166.12,419.89,4.02
2024-08-21,224.92,180.11,164.8,419.24,4.04
2024-08-22,223.06,176.13,162.76,410.75,4.06
2024-08-23,225.36,177.04,164.57,411.97,4.13
2024-08-26,225.7,175.5,165.1,408.71,4.11
2024-08-27,226.54,173.12,163.63,409.06,4.21
2024-08-28,225.01,170.8,161.81,405.85,4.24
2024-08-29,228.29,172.12,160.75,408.34,4.26
2024-08-30,227.51,178.5,162.34,412.32,4.27
2024-09-02,227.51,178.5,162.34,412.32,4.25
2024-09-03,221.32,176.25,156.36,404.71,4.15
2024-09-04,219.41,173.33,155.45,404.17,4.13
2024-09-05,220.93,177.89,156.24,403.67,4.16
2024-09-06,219.38,171.39,149.96,397.06,4.07
2024-09-09,219.47,175.4,147.96,401.03,4.12
2024-09-10,218.67,179.55,147.91,409.41,4.03
2024-09-11,221.21,184.52,150.4,418.15,4.03
2024-09-12,221.32,187.0,153.91,422.06,4.11
2024-09-13,221.05,186.49,156.67,425.61,4.18
2024-09-16,214.91,184.89,157.26,426.35,4.21
2024-09-17,215.38,186.88,158.52,430.12,4.28
2024-09-18,219.25,186.43,159.0,425.83,4.28
2024-09-19,227.38,189.87,161.32,433.62,4.37
2024-09-20,226.71,191.6,162.77,430.24,4.33
2024-09-23,224.99,193.88,161.03,428.5,4.26
2024-09-24,225.89,193.96,161.47,424.21,4.32
2024-09-25,224.89,192.53,160.68,427.11,4.29
2024-09-26,226.04,191.16,161.91,426.32,4.4
2024-09-27,226.3,187.97,163.12,423.07,4.42
2024-09-30,231.48,186.33,165.01,425.32,4.37
2024-10-01,224.73,185.13,166.15,415.83,4.15
2024-10-02,225.3,184.76,165.02,412.31,4.2
2024-10-03,224.2,181.96,165.02,411.72,4.2
2024-10-04,225.32,186.51,166.22,411.25,4.25
2024-10-07,220.24,180.8,162.16,404.8,4.33
2024-10-08,224.3,182.72,163.55,409.92,4.33
2024-10-09,228.04,185.17,161.04,412.63,4.3
2024-10-10,227.55,186.65,161.26,411.03,4.3
2024-10-11,226.07,188.82,162.42,411.51,4.34
2024-10-14,229.79,187.54,164.13,414.29,4.37
2024-10-15,232.32,187.69,164.63,413.9,4.4
2024-10-16,230.27,186.89,164.33,411.31,4.37
2024-10-17,230.63,187.53,162.11,411.9,4.35
2024-10-18,233.47,188.99,162.6,413.33,4.4
2024-10-21,234.94,189.07,163.24,413.94,4.35
2024-10-22,234.32,189.7,164.31,422.57,4.38
2024-10-23,229.25,184.71,161.96,419.69,4.38
2024-10-24,229.07,186.38,161.9,419.82,4.33
2024-10-25,229.9,187.83,164.44,423.2,4.34
2024-10-28,231.88,188.39,165.88,421.66,4.4
2024-10-29,232.15,190.83,168.82,426.96,4.26
2024-10-30,228.6,192.73,173.58,427.53,4.28
2024-10-31,224.44,186.4,170.25,401.65,4.36
2024-11-01,221.46,197.93,170.43,405.63,4.48
2024-11-04,220.56,195.78,168.39,403.74,4.47
2024-11-05,221.99,199.5,168.88,406.7,4.5
2024-11-06,221.27,207.09,175.62,415.32,4.28
2024-11-07,226.0,210.05,179.84,420.51,4.39
2024-11-08,225.73,208.18,177.45,417.65,4.3
2024-11-11,223.01,206.84,179.44,413.18,4.39
2024-11-12,223.01,208.91,180.7,418.14,4.27
2024-11-13,223.9,214.1,177.98,420.28,4.27
2024-11-14,226.98,211.48,174.69,421.95,4.37
2024-11-15,223.78,202.61,171.62,410.2,4.44
2024-11-18,226.78,201.7,174.42,410.95,4.48
2024-11-19,227.04,204.61,177.22,412.96,4.41
2024-11-20,227.76,202.88,175.09,410.69,4.37
2024-11-21,227.28,198.38,166.78,408.91,4.39
2024-11-22,228.62,197.12,163.93,413.0,4.24
2024-11-25,231.6,201.45,166.8,414.78,4.31
2024-11-26,233.78,207.86,168.27,423.89,4.26
2024-11-27,233.65,205.74,168.38,418.94,4.25
2024-11-28,233.65,205.74,168.38,418.94,4.25
2024-11-29,236.04,207.89,168.1,419.4,4.25
2024-12-02,238.29,210.71,170.63,426.85,4.25
2024-12-03,241.33,213.44,170.48,427.07,4.31
2024-12-04,241.69,218.16,173.49,433.23,4.34
2024-12-05,241.72,220.55,171.77,438.38,4.54
2024-12-06,241.52,227.03,173.83,439.32,4.51
2024-12-09,245.41,226.09,174.69,441.75,4.51
2024-12-10,246.42,225.04,184.45,439.08,4.54
2024-12-11,245.15,230.26,194.64,444.69,4.5
2024-12-12,246.61,228.97,191.21,445.25,4.52
2024-12-13,246.78,227.46,189.08,442.98,4.55
2024-12-16,249.68,232.93,195.89,447.26,4.53
2024-12-17,252.1,231.15,194.66,450.1,4.33
2024-12-18,246.7,220.52,187.67,433.2,4.37
2024-12-19,248.43,223.29,187.77,432.84,4.27
2024-12-20,253.11,224.92,190.66,432.42,4.23
2024-12-23,253.88,225.06,193.87,431.08,4.2
2024-12-24,256.8,229.05,195.34,435.12,4.19
2024-12-26,257.61,227.05,194.84,433.91,4.19
2024-12-27,254.2,223.75,192.01,426.4,4.26
2024-12-30,250.83,221.3,190.49,420.76,4.27
2024-12-31,249.06,219.39,188.56,417.46,4.33
2025-01-02,242.53,220.22,188.69,414.57,4.27
2025-01-03,242.04,224.19,191.04,419.29,4.27
2025-01-06,243.67,227.61,196.1,423.75,4.42
2025-01-07,240.89,222.11,194.73,418.32,4.46
2025-01-08,241.38,222.13,193.19,420.49,4.44
2025-01-09,241.38,222.13,193.19,420.49,4.44
2025-01-10,235.56,218.94,191.29,414.94,4.43
2025-01-13,233.13,218.46,190.26,413.19,4.45
2025-01-14,232.01,217.76,188.92,411.69,4.55
2025-01-15,236.58,223.35,194.79,422.22,4.63
2025-01-16,227.02,220.66,192.16,420.51,4.64
2025-01-17,228.73,225.94,195.24,424.92,4.66
